Xvalue,Yvalue,Zvalue,,TPC,PD,Prob,,X90,Y90,Z90,,X80,Y80,Z80,,X70,Y70,Z70,,X60,Y60,Z60
77.2,2569.8,0.1276,,,,,,,,,,,,,,,,,,,,
90.3,2251.1,0.1274,,,,,,,,,,,,,,,,,,,,
77.5,2543.6,0.1274,,,,,,,,,,,,,,,,,,,,
78.9,2464.1,0.1274,,,,,,,,,,,,,,,,,,,,
78.5,2484.4,0.1272,,,,,,,,,,,,,,,,,,,,
91.7,2239.5,0.127,,,,,,,,,,,,,,,,,,,,
89.9,2251.7,0.127,,,,,,,,,,,,,,,,,,,,
75.5,2843,0.1268,,,,,,,,,,,,,,,,,,,,
76.9,2589.3,0.1268,,,,,,,,,,,,,,,,,,,,
80.4,2404.1,0.1268,,,,,,,,,,,,,,,,,,,,
101.6,2211.1,0.1266,,,,,,,,,,,,,,,,,,,,
78.9,2462.4,0.1266,,,,,,,,,,,,,,,,,,,,
75.5,2784.6,0.1264,,,,,,,,,,,,,,,,,,,,
79.1,2452.9,0.1264,,,,,,,,,,,,,,,,,,,,
79.7,2428.9,0.1264,,,,,,,,,,,,,,,,,,,,
76,2675.1,0.1262,,,,,,,,,,,,,,,,,,,,
85,2310,0.1262,,,,,,,,,,,,,,,,,,,,
78.6,2476.1,0.1262,,,,,,,,,,,,,,,,,,,,
84.6,2313.8,0.1262,,,,,,,,,,,,,,,,,,,,
76.3,2632.5,0.126,,,,,,,,,,,,,,,,,,,,
80.9,2382.9,0.126,,,,,,,,,,,,,,,,,,,,
100.7,2211.3,0.1258,,,,,,,,,,,,,,,,,,,,
85.7,2293.5,0.1258,,,,,,,,,,,,,,,,,,,,
85.8,2290.1,0.1256,,,,,,,,,,,,,,,,,,,,
82.6,2345.9,0.1256,,,,,,,,,,,,,,,,,,,,
74.8,3038,0.1254,,,,,,,,,,,,,,,,,,,,
77.5,2526.8,0.1254,,,,,,,,,,,,,,,,,,,,
97.2,2214.7,0.1252,,,,,,,,,,,,,,,,,,,,
81.1,2372.1,0.1252,,,,,,,,,,,,,,,,,,,,
93.1,2226.8,0.1248,,,,,,,,,,,,,,,,,,,,
76.6,2596.5,0.1248,,,,,,,,,,,,,,,,,,,,
78.9,2452.3,0.1248,,,,,,,,,,,,,,,,,,,,
79.4,2431.6,0.1248,,,,,,,,,,,,,,,,,,,,
82.1,2360,0.1246,,,,,,,,,,,,,,,,,,,,
98.9,2210.6,0.1244,,,,,,,,,,,,,,,,,,,,
96.3,2215.3,0.1244,,,,,,,,,,,,,,,,,,,,
84.3,2312.8,0.1244,,,,,,,,,,,,,,,,,,,,
82.4,2348.6,0.1242,,,,,,,,,,,,,,,,,,,,
82.6,2341.8,0.1242,,,,,,,,,,,,,,,,,,,,
96.2,2215.2,0.124,,,,,,,,,,,,,,,,,,,,
95.2,2220,0.124,,,,,,,,,,,,,,,,,,,,
75.6,2701,0.124,,,,,,,,,,,,,,,,,,,,
77.3,2537.5,0.124,,,,,,,,,,,,,,,,,,,,
78.2,2491.6,0.124,,,,,,,,,,,,,,,,,,,,
102.4,2201.7,0.1236,,,,,,,,,,,,,,,,,,,,
75.1,2848.3,0.1234,,,,,,,,,,,,,,,,,,,,
87.2,2263.8,0.1232,,,,,,,,,,,,,,,,,,,,
74.9,2885.2,0.123,,,,,,,,,,,,,,,,,,,,
94.2,2221.4,0.1228,,,,,,,,,,,,,,,,,,,,
75.3,2758.1,0.1224,,,,,,,,,,,,,,,,,,,,
77,2543.6,0.1224,,,,,,,,,,,,,,,,,,,,
94.3,2219.9,0.1222,,,,,,,,,,,,,,,,,,,,
77.8,2494,0.1222,,,,,,,,,,,,,,,,,,,,
78.3,2470.6,0.1222,,,,,,,,,,,,,,,,,,,,
78.6,2455.1,0.1222,,,,,,,,,,,,,,,,,,,,
83.5,2316.9,0.1222,,,,,,,,,,,,,,,,,,,,
75.6,2679.6,0.122,,,,,,,,,,,,,,,,,,,,
76.4,2595.1,0.1218,,,,,,,,,,,,,,,,,,,,
79.4,2411.8,0.1218,,,,,,,,,,,,,,,,,,,,
83.6,2313.2,0.1216,,,,,,,,,,,,,,,,,,,,
89.3,2242.3,0.1214,,,,,,,,,,,,,,,,,,,,
76.7,2559.5,0.1212,,,,,,,,,,,,,,,,,,,,
78.6,2450.5,0.1212,,,,,,,,,,,,,,,,,,,,
76.5,2573.8,0.121,,,,,,,,,,,,,,,,,,,,
82.9,2322.4,0.1208,,,,,,,,,,,,,,,,,,,,
83.1,2320,0.1208,,,,,,,,,,,,,,,,,,,,
106.8,2191.6,0.1206,,,,,,,,,,,,,,,,,,,,
78.2,2473.2,0.1206,,,,,,,,,,,,,,,,,,,,
74.6,2912.6,0.1202,,,,,,,,,,,,,,,,,,,,
74.7,2848.8,0.1202,,,,,,,,,,,,,,,,,,,,
88,2251.1,0.1202,,,,,,,,,,,,,,,,,,,,
82.8,2325.9,0.1202,,,,,,,,,,,,,,,,,,,,
94.4,2211.6,0.12,,,,,,,,,,,,,,,,,,,,
75.1,2740.4,0.1198,,,,,,,,,,,,,,,,,,,,
94.2,2212.3,0.1198,,,,,,,,,,,,,,,,,,,,
92.5,2220.9,0.1196,,,,,,,,,,,,,,,,,,,,
80.1,2380.8,0.1194,,,,,,,,,,,,,,,,,,,,
91.2,2224,0.1192,,,,,,,,,,,,,,,,,,,,
84.5,2291.4,0.1192,,,,,,,,,,,,,,,,,,,,
83.6,2306.2,0.1192,,,,,,,,,,,,,,,,,,,,
90.3,2229.8,0.119,,,,,,,,,,,,,,,,,,,,
76.8,2538.8,0.119,,,,,,,,,,,,,,,,,,,,
81.9,2341.9,0.119,,,,,,,,,,,,,,,,,,,,
88.4,2242.2,0.1188,,,,,,,,,,,,,,,,,,,,
77.9,2470.4,0.1188,,,,,,,,,,,,,,,,,,,,
85.4,2278.7,0.1188,,,,,,,,,,,,,,,,,,,,
99.4,2193.3,0.1186,,,,,,,,,,,,,,,,,,,,
85.8,2266.7,0.1184,,,,,,,,,,,,,,,,,,,,
76.6,2540.7,0.1182,,,,,,,,,,,,,,,,,,,,
82.6,2323.4,0.1182,,,,,,,,,,,,,,,,,,,,
78.1,2456.1,0.118,,,,,,,,,,,,,,,,,,,,
90.7,2225.9,0.1178,,,,,,,,,,,,,,,,,,,,
102.6,2188.6,0.1176,,,,,,,,,,,,,,,,,,,,
74.6,2828.2,0.1176,,,,,,,,,,,,,,,,,,,,
86.8,2253.5,0.1176,,,,,,,,,,,,,,,,,,,,
78.6,2434,0.1176,,,,,,,,,,,,,,,,,,,,
82.3,2327.7,0.1176,,,,,,,,,,,,,,,,,,,,
74.9,2725,0.1172,,,,,,,,,,,,,,,,,,,,
75.5,2642.8,0.1172,,,,,,,,,,,,,,,,,,,,
89,2232.4,0.117,,,,,,,,,,,,,,,,,,,,
90.6,2224.8,0.1168,,,,,,,,,,,,,,,,,,,,
83.1,2304.4,0.1168,,,,,,,,,,,,,,,,,,,,
92.7,2209.5,0.1166,,,,,,,,,,,,,,,,,,,,
77.3,2485.9,0.1166,,,,,,,,,,,,,,,,,,,,
83.2,2299.9,0.1166,,,,,,,,,,,,,,,,,,,,
79.2,2390.8,0.1164,,,,,,,,,,,,,,,,,,,,
95.5,2195.7,0.1162,,,,,,,,,,,,,,,,,,,,
80,2371.1,0.1162,,,,,,,,,,,,,,,,,,,,
74.7,2733,0.116,,,,,,,,,,,,,,,,,,,,
75.7,2602.1,0.116,,,,,,,,,,,,,,,,,,,,
87.8,2243.2,0.116,,,,,,,,,,,,,,,,,,,,
77,2492.9,0.1158,,,,,,,,,,,,,,,,,,,,
74.2,2964.9,0.1156,,,,,,,,,,,,,,,,,,,,
74.3,2878,0.1156,,,,,,,,,,,,,,,,,,,,
74.3,2901.8,0.1152,,,,,,,,,,,,,,,,,,,,
82.6,2312.9,0.1152,,,,,,,,,,,,,,,,,,,,
81.8,2329.4,0.1152,,,,,,,,,,,,,,,,,,,,
87.3,2243.7,0.1148,,,,,,,,,,,,,,,,,,,,
74.3,2846.1,0.1146,,,,,,,,,,,,,,,,,,,,
86,2255.9,0.1146,,,,,,,,,,,,,,,,,,,,
82.9,2302.4,0.1146,,,,,,,,,,,,,,,,,,,,
77.6,2452.4,0.1142,,,,,,,,,,,,,,,,,,,,
74,3218.9,0.114,,,,,,,,,,,,,,,,,,,,
83.1,2292.6,0.114,,,,,,,,,,,,,,,,,,,,
83.1,2294.4,0.114,,,,,,,,,,,,,,,,,,,,
91.9,2204.3,0.1136,,,,,,,,,,,,,,,,,,,,
83.9,2280.1,0.1136,,,,,,,,,,,,,,,,,,,,
88,2233.8,0.1134,,,,,,,,,,,,,,,,,,,,
74.5,2728.8,0.1132,,,,,,,,,,,,,,,,,,,,
89.8,2221.9,0.1132,,,,,,,,,,,,,,,,,,,,
79.9,2365.2,0.1132,,,,,,,,,,,,,,,,,,,,
86.3,2248.7,0.113,,,,,,,,,,,,,,,,,,,,
78.3,2416.7,0.1128,,,,,,,,,,,,,,,,,,,,
74.2,2819.5,0.1124,,,,,,,,,,,,,,,,,,,,
89.4,2220.3,0.1118,,,,,,,,,,,,,,,,,,,,
97.7,2182.9,0.1116,,,,,,,,,,,,,,,,,,,,
75.6,2578.3,0.1116,,,,,,,,,,,,,,,,,,,,
86.4,2241.2,0.1114,,,,,,,,,,,,,,,,,,,,
74.1,2845.3,0.1112,,,,,,,,,,,,,,,,,,,,
75.8,2552.6,0.1112,,,,,,,,,,,,,,,,,,,,
76.6,2495.4,0.1112,,,,,,,,,,,,,,,,,,,,
74.8,2652.8,0.111,,,,,,,,,,,,,,,,,,,,
76.9,2472.3,0.111,,,,,,,,,,,,,,,,,,,,
79.7,2362.6,0.111,,,,,,,,,,,,,,,,,,,,
73.8,3089.7,0.1108,,,,,,,,,,,,,,,,,,,,
95.7,2183.8,0.1106,,,,,,,,,,,,,,,,,,,,
75.9,2547.1,0.1106,,,,,,,,,,,,,,,,,,,,
83.4,2277.8,0.1104,,,,,,,,,,,,,,,,,,,,
81.1,2320.3,0.1104,,,,,,,,,,,,,,,,,,,,
91.7,2195.9,0.1102,,,,,,,,,,,,,,,,,,,,
88.3,2222.2,0.1102,,,,,,,,,,,,,,,,,,,,
76.2,2514.8,0.1102,,,,,,,,,,,,,,,,,,,,
89.6,2213.2,0.11,,,,,,,,,,,,,,,,,,,,
80.5,2334.4,0.1096,,,,,,,,,,,,,,,,,,,,
85.2,2253.4,0.1094,,,,,,,,,,,,,,,,,,,,
73.8,2968.4,0.1092,,,,,,,,,,,,,,,,,,,,
85.3,2251.9,0.1092,,,,,,,,,,,,,,,,,,,,
84.9,2256.5,0.1092,,,,,,,,,,,,,,,,,,,,
77.4,2435.8,0.1092,,,,,,,,,,,,,,,,,,,,
74,2876.1,0.109,,,,,,,,,,,,,,,,,,,,
82.9,2279.2,0.109,,,,,,,,,,,,,,,,,,,,
74.2,2697.2,0.1086,,,,,,,,,,,,,,,,,,,,
79.9,2346.9,0.1086,,,,,,,,,,,,,,,,,,,,
75,2606.6,0.1084,,,,,,,,,,,,,,,,,,,,
78.7,2379.3,0.1082,,,,,,,,,,,,,,,,,,,,
75.1,2599.2,0.108,,,,,,,,,,,,,,,,,,,,
78.7,2379.2,0.108,,,,,,,,,,,,,,,,,,,,
80.5,2328.7,0.108,,,,,,,,,,,,,,,,,,,,
85.5,2243.1,0.1076,,,,,,,,,,,,,,,,,,,,
74.3,2668.4,0.1074,,,,,,,,,,,,,,,,,,,,
86.2,2230,0.1074,,,,,,,,,,,,,,,,,,,,
102,2166.7,0.1072,,,,,,,,,,,,,,,,,,,,
86.5,2227.5,0.1068,,,,,,,,,,,,,,,,,,,,
83.9,2258.1,0.1068,,,,,,,,,,,,,,,,,,,,
99,2168.6,0.1066,,,,,,,,,,,,,,,,,,,,
77.3,2425.3,0.1066,,,,,,,,,,,,,,,,,,,,
74,2706.2,0.1064,,,,,,,,,,,,,,,,,,,,
75.5,2543.6,0.1064,,,,,,,,,,,,,,,,,,,,
80.2,2332.3,0.1064,,,,,,,,,,,,,,,,,,,,
78.8,2367.9,0.1064,,,,,,,,,,,,,,,,,,,,
82.2,2284.9,0.106,,,,,,,,,,,,,,,,,,,,
78.9,2363,0.1058,,,,,,,,,,,,,,,,,,,,
79.8,2338.5,0.1058,,,,,,,,,,,,,,,,,,,,
80.2,2327.7,0.1058,,,,,,,,,,,,,,,,,,,,
94.9,2174.8,0.1054,,,,,,,,,,,,,,,,,,,,
73.6,2845.6,0.1052,,,,,,,,,,,,,,,,,,,,
93.8,2176.5,0.1052,,,,,,,,,,,,,,,,,,,,
87.2,2217.3,0.1052,,,,,,,,,,,,,,,,,,,,
75.9,2496.5,0.1052,,,,,,,,,,,,,,,,,,,,
74.4,2627.5,0.105,,,,,,,,,,,,,,,,,,,,
74.5,2619.3,0.105,,,,,,,,,,,,,,,,,,,,
76.3,2475,0.105,,,,,,,,,,,,,,,,,,,,
77.1,2422.3,0.105,,,,,,,,,,,,,,,,,,,,
79.6,2338.4,0.1046,,,,,,,,,,,,,,,,,,,,
80.8,2306.5,0.1042,,,,,,,,,,,,,,,,,,,,
93.1,2176.4,0.104,,,,,,,,,,,,,,,,,,,,
74,2675.1,0.1038,,,,,,,,,,,,,,,,,,,,
74.9,2566.2,0.1036,,,,,,,,,,,,,,,,,,,,
78.5,2364,0.1036,,,,,,,,,,,,,,,,,,,,
82.3,2271.6,0.1034,,,,,,,,,,,,,,,,,,,,
90.8,2185.7,0.103,,,,,,,,,,,,,,,,,,,,
75.3,2523.8,0.103,,,,,,,,,,,,,,,,,,,,
74.3,2604.5,0.1026,,,,,,,,,,,,,,,,,,,,
82.9,2257.6,0.1026,,,,,,,,,,,,,,,,,,,,
75.9,2472.2,0.1024,,,,,,,,,,,,,,,,,,,,
78.7,2351.5,0.1024,,,,,,,,,,,,,,,,,,,,
81.3,2286.8,0.1022,,,,,,,,,,,,,,,,,,,,
76.4,2444,0.102,,,,,,,,,,,,,,,,,,,,
80.5,2302.9,0.102,,,,,,,,,,,,,,,,,,,,
90.8,2183.4,0.1018,,,,,,,,,,,,,,,,,,,,
74.7,2564,0.1018,,,,,,,,,,,,,,,,,,,,
79.5,2325.1,0.1018,,,,,,,,,,,,,,,,,,,,
80.7,2296.4,0.1018,,,,,,,,,,,,,,,,,,,,
73.1,2973.8,0.1016,,,,,,,,,,,,,,,,,,,,
73.6,2708.9,0.1016,,,,,,,,,,,,,,,,,,,,
86.4,2213.7,0.1016,,,,,,,,,,,,,,,,,,,,
80.6,2297.8,0.1014,,,,,,,,,,,,,,,,,,,,
93.5,2167.7,0.1012,,,,,,,,,,,,,,,,,,,,
73.3,2803.7,0.101,,,,,,,,,,,,,,,,,,,,
73,3028.5,0.1008,,,,,,,,,,,,,,,,,,,,
73.8,2672.1,0.1008,,,,,,,,,,,,,,,,,,,,
73.9,2662.5,0.1008,,,,,,,,,,,,,,,,,,,,
75.2,2514.7,0.1008,,,,,,,,,,,,,,,,,,,,
79.1,2328.3,0.1,,,,,,,,,,,,,,,,,,,,
88.7,2188.4,0.0998,,,,,,,,,,,,,,,,,,,,
95.4,2162,0.0996,,,,,,,,,,,,,,,,,,,,
73.9,2633.8,0.0992,,,,,,,,,,,,,,,,,,,,
74.2,2594.3,0.0992,,,,,,,,,,,,,,,,,,,,
82.3,2258.6,0.0992,,,,,,,,,,,,,,,,,,,,
75.8,2453.5,0.0988,,,,,,,,,,,,,,,,,,,,
73.7,2656.4,0.0986,,,,,,,,,,,,,,,,,,,,
80,2300.5,0.0986,,,,,,,,,,,,,,,,,,,,
79,2326.2,0.0984,,,,,,,,,,,,,,,,,,,,
74.1,2600.5,0.0982,,,,,,,,,,,,,,,,,,,,
81.7,2263.2,0.0978,,,,,,,,,,,,,,,,,,,,
74.3,2556,0.0976,,,,,,,,,,,,,,,,,,,,
84.6,2223.8,0.0974,,,,,,,,,,,,,,,,,,,,
76.8,2397.5,0.0974,,,,,,,,,,,,,,,,,,,,
74.1,2575.2,0.0972,,,,,,,,,,,,,,,,,,,,
75.8,2444,0.0972,,,,,,,,,,,,,,,,,,,,
83.7,2234.2,0.0972,,,,,,,,,,,,,,,,,,,,
74.9,2500.3,0.0968,,,,,,,,,,,,,,,,,,,,
85.5,2206.1,0.0968,,,,,,,,,,,,,,,,,,,,
77.4,2370.4,0.0966,,,,,,,,,,,,,,,,,,,,
79.7,2295.6,0.0966,,,,,,,,,,,,,,,,,,,,
77.9,2355.1,0.0964,,,,,,,,,,,,,,,,,,,,
77.6,2361,0.0964,,,,,,,,,,,,,,,,,,,,
73.1,2720.6,0.0962,,,,,,,,,,,,,,,,,,,,
74.8,2498,0.0962,,,,,,,,,,,,,,,,,,,,
85.7,2203.1,0.096,,,,,,,,,,,,,,,,,,,,
73.1,2703.3,0.0956,,,,,,,,,,,,,,,,,,,,
88.2,2181.9,0.0956,,,,,,,,,,,,,,,,,,,,
86.1,2196.8,0.0956,,,,,,,,,,,,,,,,,,,,
73.5,2630.7,0.0952,,,,,,,,,,,,,,,,,,,,
74.6,2504.2,0.0952,,,,,,,,,,,,,,,,,,,,
75.4,2454.2,0.0952,,,,,,,,,,,,,,,,,,,,
96.2,2152.3,0.0946,,,,,,,,,,,,,,,,,,,,
74.6,2500.7,0.0944,,,,,,,,,,,,,,,,,,,,
80.5,2267.9,0.0942,,,,,,,,,,,,,,,,,,,,
80.9,2261.8,0.094,,,,,,,,,,,,,,,,,,,,
72.5,2938.9,0.0938,,,,,,,,,,,,,,,,,,,,
88.4,2171.7,0.0934,,,,,,,,,,,,,,,,,,,,
78.6,2315.8,0.0934,,,,,,,,,,,,,,,,,,,,
78.5,2316.3,0.0934,,,,,,,,,,,,,,,,,,,,
81.1,2255.4,0.0934,,,,,,,,,,,,,,,,,,,,
91.2,2159.7,0.0926,,,,,,,,,,,,,,,,,,,,
74.1,2526.2,0.0926,,,,,,,,,,,,,,,,,,,,
77.5,2348.8,0.0926,,,,,,,,,,,,,,,,,,,,
82.8,2227.3,0.0924,,,,,,,,,,,,,,,,,,,,
77.1,2360.4,0.0924,,,,,,,,,,,,,,,,,,,,
80.6,2260.7,0.0924,,,,,,,,,,,,,,,,,,,,
77.8,2338.9,0.0922,,,,,,,,,,,,,,,,,,,,
81.3,2250.6,0.0922,,,,,,,,,,,,,,,,,,,,
74.2,2520.8,0.092,,,,,,,,,,,,,,,,,,,,
74.2,2510.6,0.092,,,,,,,,,,,,,,,,,,,,
74.5,2484.2,0.092,,,,,,,,,,,,,,,,,,,,
74.7,2471.1,0.0918,,,,,,,,,,,,,,,,,,,,
76.3,2388,0.0918,,,,,,,,,,,,,,,,,,,,
82.1,2239.6,0.0918,,,,,,,,,,,,,,,,,,,,
72.1,3155.4,0.0914,,,,,,,,,,,,,,,,,,,,
72.1,3131.8,0.0914,,,,,,,,,,,,,,,,,,,,
76.1,2392,0.0914,,,,,,,,,,,,,,,,,,,,
72.3,2896.7,0.0912,,,,,,,,,,,,,,,,,,,,
86.8,2181.9,0.0912,,,,,,,,,,,,,,,,,,,,
78.3,2315.8,0.091,,,,,,,,,,,,,,,,,,,,
94.3,2148.6,0.0908,,,,,,,,,,,,,,,,,,,,
72.6,2696.8,0.0908,,,,,,,,,,,,,,,,,,,,
82.7,2224.9,0.0908,,,,,,,,,,,,,,,,,,,,
91.1,2156.2,0.0906,,,,,,,,,,,,,,,,,,,,
91.9,2152.9,0.0904,,,,,,,,,,,,,,,,,,,,
84.7,2196,0.0904,,,,,,,,,,,,,,,,,,,,
75.7,2405.2,0.0902,,,,,,,,,,,,,,,,,,,,
76.8,2363.5,0.0902,,,,,,,,,,,,,,,,,,,,
72.4,2763,0.09,,,,,,,,,,,,,,,,,,,,
81.6,2238.4,0.09,,,,,,,,,,,,,,,,,,,,
74.7,2454.2,0.0898,,,,,,,,,,,,,,,,,,,,
73.4,2573.3,0.0896,,,,,,,,,,,,,,,,,,,,
82.8,2221.4,0.0896,,,,,,,,,,,,,,,,,,,,
73.4,2571.7,0.089,,,,,,,,,,,,,,,,,,,,
84.6,2192.8,0.089,,,,,,,,,,,,,,,,,,,,
76.7,2359.7,0.089,,,,,,,,,,,,,,,,,,,,
77.7,2318.5,0.089,,,,,,,,,,,,,,,,,,,,
90.6,2154.8,0.0888,,,,,,,,,,,,,,,,,,,,
73.1,2592.5,0.0886,,,,,,,,,,,,,,,,,,,,
88.1,2165.3,0.0886,,,,,,,,,,,,,,,,,,,,
75.8,2390.4,0.0886,,,,,,,,,,,,,,,,,,,,
78.8,2284.2,0.0886,,,,,,,,,,,,,,,,,,,,
74,2483.2,0.0884,,,,,,,,,,,,,,,,,,,,
91.1,2151.2,0.088,,,,,,,,,,,,,,,,,,,,
87.6,2166.5,0.088,,,,,,,,,,,,,,,,,,,,
78.2,2302.6,0.088,,,,,,,,,,,,,,,,,,,,
92.7,2145.8,0.0876,,,,,,,,,,,,,,,,,,,,
78.3,2291.5,0.0876,,,,,,,,,,,,,,,,,,,,
77.5,2318.1,0.0874,,,,,,,,,,,,,,,,,,,,
82.5,2216.5,0.0872,,,,,,,,,,,,,,,,,,,,
92.3,2144.1,0.087,,,,,,,,,,,,,,,,,,,,
73.5,2531.8,0.087,,,,,,,,,,,,,,,,,,,,
73.2,2553.6,0.0868,,,,,,,,,,,,,,,,,,,,
73.8,2491.7,0.0868,,,,,,,,,,,,,,,,,,,,
84.6,2188.9,0.0868,,,,,,,,,,,,,,,,,,,,
101.6,2127.7,0.0866,,,,,,,,,,,,,,,,,,,,
84.4,2189,0.0866,,,,,,,,,,,,,,,,,,,,
74.7,2432.7,0.0866,,,,,,,,,,,,,,,,,,,,
76.3,2359.3,0.0862,,,,,,,,,,,,,,,,,,,,
76.5,2350.1,0.0862,,,,,,,,,,,,,,,,,,,,
82.5,2208.6,0.086,,,,,,,,,,,,,,,,,,,,
95,2136.5,0.0858,,,,,,,,,,,,,,,,,,,,
77.8,2301,0.0858,,,,,,,,,,,,,,,,,,,,
73.2,2531,0.0854,,,,,,,,,,,,,,,,,,,,
72.1,2693.7,0.0852,,,,,,,,,,,,,,,,,,,,
79.1,2263,0.0852,,,,,,,,,,,,,,,,,,,,
77.4,2310.3,0.0852,,,,,,,,,,,,,,,,,,,,
94.6,2134.7,0.085,,,,,,,,,,,,,,,,,,,,
78.1,2288.4,0.085,,,,,,,,,,,,,,,,,,,,
72,2689,0.0848,,,,,,,,,,,,,,,,,,,,
73.5,2510.5,0.0848,,,,,,,,,,,,,,,,,,,,
77.9,2290.4,0.0848,,,,,,,,,,,,,,,,,,,,
73.6,2481.9,0.0846,,,,,,,,,,,,,,,,,,,,
82.1,2214.7,0.0846,,,,,,,,,,,,,,,,,,,,
88.8,2152.4,0.0842,,,,,,,,,,,,,,,,,,,,
84.9,2179.5,0.084,,,,,,,,,,,,,,,,,,,,
92.3,2138.3,0.0838,,,,,,,,,,,,,,,,,,,,
83.8,2187.9,0.0838,,,,,,,,,,,,,,,,,,,,
80.3,2235.9,0.0838,,,,,,,,,,,,,,,,,,,,
84.6,2178.6,0.0836,,,,,,,,,,,,,,,,,,,,
72,2679.3,0.0834,,,,,,,,,,,,,,,,,,,,
92.2,2137.5,0.0834,,,,,,,,,,,,,,,,,,,,
83.6,2188.4,0.0834,,,,,,,,,,,,,,,,,,,,
79.7,2244.4,0.0834,,,,,,,,,,,,,,,,,,,,
79,2257.9,0.0834,,,,,,,,,,,,,,,,,,,,
78.2,2281,0.0834,,,,,,,,,,,,,,,,,,,,
111.7,2119.5,0.0832,,,,,,,,,,,,,,,,,,,,
84.3,2178.6,0.0832,,,,,,,,,,,,,,,,,,,,
86.8,2161.6,0.0828,,,,,,,,,,,,,,,,,,,,
73,2521.7,0.0828,,,,,,,,,,,,,,,,,,,,
73.2,2486.9,0.0828,,,,,,,,,,,,,,,,,,,,
74.1,2438,0.0828,,,,,,,,,,,,,,,,,,,,
71.9,2698.3,0.0824,,,,,,,,,,,,,,,,,,,,
73.2,2480.2,0.0824,,,,,,,,,,,,,,,,,,,,
71.8,2764.3,0.082,,,,,,,,,,,,,,,,,,,,
95,2126.4,0.082,,,,,,,,,,,,,,,,,,,,
89.1,2146.7,0.082,,,,,,,,,,,,,,,,,,,,
78.3,2266.4,0.0816,,,,,,,,,,,,,,,,,,,,
78.4,2262.3,0.0816,,,,,,,,,,,,,,,,,,,,
89.7,2143.2,0.0814,,,,,,,,,,,,,,,,,,,,
74.7,2396.5,0.0814,,,,,,,,,,,,,,,,,,,,
71.4,3050.8,0.081,,,,,,,,,,,,,,,,,,,,
86.6,2157.3,0.081,,,,,,,,,,,,,,,,,,,,
83.7,2178,0.081,,,,,,,,,,,,,,,,,,,,
88.9,2143.3,0.0808,,,,,,,,,,,,,,,,,,,,
72.8,2521.4,0.0808,,,,,,,,,,,,,,,,,,,,
88.2,2146.9,0.0806,,,,,,,,,,,,,,,,,,,,
97.8,2120,0.0804,,,,,,,,,,,,,,,,,,,,
72.5,2571.6,0.0804,,,,,,,,,,,,,,,,,,,,
72.7,2532,0.0798,,,,,,,,,,,,,,,,,,,,
86.9,2150.9,0.0796,,,,,,,,,,,,,,,,,,,,
78.3,2257.3,0.0796,,,,,,,,,,,,,,,,,,,,
71.4,2892.4,0.0794,,,,,,,,,,,,,,,,,,,,
75.2,2370.7,0.0794,,,,,,,,,,,,,,,,,,,,
76.9,2294.1,0.0794,,,,,,,,,,,,,,,,,,,,
71.9,2616.1,0.0792,,,,,,,,,,,,,,,,,,,,
86.2,2155.7,0.0792,,,,,,,,,,,,,,,,,,,,
76.6,2297.2,0.079,,,,,,,,,,,,,,,,,,,,
81.5,2195.5,0.0786,,,,,,,,,,,,,,,,,,,,
84.1,2166.8,0.0784,,,,,,,,,,,,,,,,,,,,
81.2,2197.4,0.0784,,,,,,,,,,,,,,,,,,,,
71.8,2637.1,0.0782,,,,,,,,,,,,,,,,,,,,
71.9,2620.1,0.0782,,,,,,,,,,,,,,,,,,,,
89.9,2132,0.0782,,,,,,,,,,,,,,,,,,,,
85.5,2159,0.0782,,,,,,,,,,,,,,,,,,,,
72.7,2496.3,0.078,,,,,,,,,,,,,,,,,,,,
82.9,2175,0.078,,,,,,,,,,,,,,,,,,,,
81.3,2194.5,0.078,,,,,,,,,,,,,,,,,,,,
100.6,2111.8,0.0776,,,,,,,,,,,,,,,,,,,,
71.3,2776.2,0.0776,,,,,,,,,,,,,,,,,,,,
94.9,2116.8,0.0776,,,,,,,,,,,,,,,,,,,,
74.6,2374.8,0.0776,,,,,,,,,,,,,,,,,,,,
82.4,2183.4,0.0774,,,,,,,,,,,,,,,,,,,,
72.7,2479.8,0.0772,,,,,,,,,,,,,,,,,,,,
80.8,2199.1,0.077,,,,,,,,,,,,,,,,,,,,
74.4,2384.7,0.0768,,,,,,,,,,,,,,,,,,,,
77.2,2264.5,0.0768,,,,,,,,,,,,,,,,,,,,
77.1,2266.3,0.0768,,,,,,,,,,,,,,,,,,,,
71.8,2610.3,0.0766,,,,,,,,,,,,,,,,,,,,
74.2,2387.6,0.0766,,,,,,,,,,,,,,,,,,,,
81.9,2188.3,0.0766,,,,,,,,,,,,,,,,,,,,
90.7,2124.9,0.0764,,,,,,,,,,,,,,,,,,,,
71.7,2621.9,0.0764,,,,,,,,,,,,,,,,,,,,
77.1,2265.4,0.0764,,,,,,,,,,,,,,,,,,,,
96.6,2113.2,0.0762,,,,,,,,,,,,,,,,,,,,
87.8,2139.1,0.076,,,,,,,,,,,,,,,,,,,,
78.8,2229,0.076,,,,,,,,,,,,,,,,,,,,
71.5,2670.1,0.0758,,,,,,,,,,,,,,,,,,,,
71.8,2596,0.0758,,,,,,,,,,,,,,,,,,,,
86.5,2144,0.0758,,,,,,,,,,,,,,,,,,,,
76.4,2285,0.0756,,,,,,,,,,,,,,,,,,,,
